المحصول,المحافظة,نوع_التربة,طريقة_الري,جودة_البذور,نوع_السماد,كمية_السماد_بالكغم,الحرارة,الرطوبة,الإنتاج_بالدونم
حنطة,ديالى,مختلطة,تنقيط,محسنة,يوريا (N),70.0,20.8,75.1,977.0
خضراوات,النجف,طينية,تنقيط,محسنة,عضوي,64.0,23.3,30.6,3413.0
حنطة,الأنبار,مختلطة,سيحي/غمر,محسنة,مركب (NPK),88.0,19.5,59.2,950.0
رز,واسط,مختلطة,رش محوري,عادية,عضوي,116.0,27.7,61.8,1382.0
تمور,بابل,مختلطة,سيحي/غمر,محسنة,مركب (NPK),104.0,37.4,68.7,2016.0
تمور,بابل,طينية,رش محوري,عادية,يوريا (N),108.0,23.8,46.6,2649.0
شعير,بغداد,طينية,سيحي/غمر,محسنة,عضوي,21.0,39.0,54.8,685.0
فواكه,بغداد,رملية,سيحي/غمر,عادية,يوريا (N),94.0,28.6,72.0,2060.0
فواكه,ميسان,طينية,رش محوري,عادية,عضوي,88.0,33.0,27.2,2719.0
ذرة,البصرة,مختلطة,رش محوري,عادية,يوريا (N),44.0,25.7,69.4,1123.0
شعير,الموصل,مختلطة,تنقيط,عادية,عضوي,68.0,44.7,32.2,583.0
فواكه,كربلاء,رملية,سيحي/غمر,عادية,عضوي,62.0,44.0,73.0,1666.0
تمور,ديالى,مختلطة,تنقيط,محسنة,داب (DAP),52.0,37.9,51.3,2400.0
تمور,النجف,رملية,سيحي/غمر,عادية,داب (DAP),105.0,44.4,44.0,1753.0
فواكه,الموصل,طينية,سيحي/غمر,عادية,داب (DAP),84.0,19.0,25.6,2733.0
تمور,بابل,مختلطة,رش محوري,عادية,داب (DAP),65.0,21.4,35.0,2240.0
تمور,بغداد,طينية,رش محوري,عادية,يوريا (N),73.0,29.4,44.5,1374.0
فواكه,البصرة,طينية,سيحي/غمر,عادية,عضوي,58.0,44.9,72.3,2419.0
رز,النجف,مختلطة,سيحي/غمر,عادية,داب (DAP),61.0,19.5,37.8,1087.0
شعير,ميسان,مختلطة,تنقيط,محسنة,يوريا (N),57.0,20.5,74.8,892.0
حنطة,بغداد,مختلطة,رش محوري,محسنة,داب (DAP),82.0,39.7,58.3,1314.0
حنطة,النجف,مختلطة,رش محوري,عادية,داب (DAP),61.0,21.0,57.2,1510.0
تمور,الموصل,رملية,رش محوري,محسنة,مركب (NPK),80.0,31.8,76.4,1950.0
خضراوات,البصرة,طينية,رش محوري,عادية,عضوي,90.0,37.4,25.7,2804.0
تمور,بابل,طينية,رش محوري,عادية,داب (DAP),68.0,33.9,61.5,2285.0
تمور,النجف,مختلطة,تنقيط,محسنة,يوريا (N),84.0,35.0,43.3,2900.0
ذرة,بغداد,مختلطة,تنقيط,محسنة,يوريا (N),32.0,40.3,69.4,1020.0
خضراوات,واسط,مختلطة,سيحي/غمر,محسنة,يوريا (N),78.0,30.1,58.3,2145.0
ذرة,الأنبار,رملية,رش محوري,عادية,داب (DAP),89.0,36.3,78.2,869.0
فواكه,كربلاء,مختلطة,رش محوري,محسنة,عضوي,71.0,37.8,26.9,1693.0
خضراوات,بغداد,مختلطة,رش محوري,محسنة,عضوي,93.0,39.6,69.4,1522.0
فواكه,كربلاء,مختلطة,سيحي/غمر,عادية,عضوي,108.0,37.8,54.3,3489.0
رز,كربلاء,مختلطة,تنقيط,محسنة,عضوي,72.0,15.3,44.6,1400.0
شعير,البصرة,مختلطة,رش محوري,محسنة,عضوي,102.0,32.9,37.4,1260.0
حنطة,البصرة,رملية,رش محوري,عادية,عضوي,33.0,36.1,36.2,895.0
فواكه,النجف,طينية,رش محوري,محسنة,مركب (NPK),26.0,18.2,71.5,1838.0
رز,بابل,مختلطة,رش محوري,محسنة,داب (DAP),56.0,44.3,36.7,1184.0
فواكه,بغداد,طينية,تنقيط,محسنة,عضوي,69.0,17.6,23.5,1428.0
ذرة,بابل,مختلطة,رش محوري,عادية,داب (DAP),112.0,18.5,74.0,1055.0
خضراوات,بغداد,طينية,رش محوري,محسنة,عضوي,78.0,24.3,62.3,1293.0
ذرة,واسط,طينية,تنقيط,محسنة,مركب (NPK),70.0,33.8,69.9,962.0
حنطة,بابل,طينية,سيحي/غمر,محسنة,عضوي,44.0,33.5,78.9,965.0
فواكه,البصرة,مختلطة,رش محوري,محسنة,يوريا (N),104.0,37.6,59.4,3655.0
تمور,ميسان,مختلطة,سيحي/غمر,عادية,مركب (NPK),66.0,33.0,23.5,1346.0
رز,الموصل,مختلطة,تنقيط,عادية,يوريا (N),45.0,26.0,33.2,1483.0
حنطة,ديالى,طينية,تنقيط,محسنة,داب (DAP),79.0,39.6,43.2,942.0
ذرة,الأنبار,مختلطة,رش محوري,محسنة,مركب (NPK),22.0,15.2,34.3,884.0
خضراوات,ميسان,مختلطة,سيحي/غمر,عادية,مركب (NPK),58.0,39.0,43.1,2015.0
رز,الموصل,مختلطة,تنقيط,محسنة,عضوي,49.0,28.2,34.1,1007.0
ذرة,الأنبار,مختلطة,رش محوري,محسنة,يوريا (N),99.0,24.3,53.3,1256.0
شعير,ديالى,مختلطة,تنقيط,عادية,داب (DAP),110.0,43.1,26.4,1067.0
شعير,الموصل,رملية,سيحي/غمر,عادية,داب (DAP),54.0,32.1,74.1,900.0
فواكه,واسط,رملية,رش محوري,محسنة,يوريا (N),98.0,19.2,72.0,1891.0
ذرة,ديالى,طينية,رش محوري,محسنة,داب (DAP),52.0,25.9,27.1,1094.0
رز,ديالى,رملية,سيحي/غمر,عادية,مركب (NPK),81.0,24.0,63.9,1200.0
فواكه,ديالى,مختلطة,سيحي/غمر,محسنة,داب (DAP),44.0,25.7,45.9,2452.0
فواكه,البصرة,طينية,رش محوري,عادية,مركب (NPK),32.0,16.3,54.8,2037.0
خضراوات,الموصل,رملية,سيحي/غمر,عادية,مركب (NPK),81.0,19.4,56.1,2157.0
ذرة,النجف,رملية,تنقيط,محسنة,داب (DAP),98.0,19.6,24.8,1401.0
فواكه,ميسان,رملية,رش محوري,عادية,مركب (NPK),64.0,28.1,29.1,2079.0
خضراوات,واسط,طينية,سيحي/غمر,محسنة,يوريا (N),26.0,31.8,73.0,2051.0
رز,بابل,طينية,رش محوري,عادية,يوريا (N),46.0,33.8,30.2,1970.0
رز,البصرة,طينية,سيحي/غمر,محسنة,داب (DAP),57.0,15.9,37.2,1481.0
ذرة,بغداد,رملية,رش محوري,محسنة,مركب (NPK),119.0,21.2,25.2,1528.0
خضراوات,ميسان,مختلطة,تنقيط,عادية,مركب (NPK),24.0,30.6,59.0,1703.0
ذرة,الموصل,رملية,رش محوري,محسنة,مركب (NPK),31.0,17.0,35.1,609.0
فواكه,البصرة,رملية,سيحي/غمر,محسنة,عضوي,100.0,20.7,65.8,2526.0
رز,النجف,رملية,سيحي/غمر,محسنة,مركب (NPK),38.0,40.9,77.0,305.0
فواكه,واسط,مختلطة,سيحي/غمر,محسنة,عضوي,59.0,40.9,38.3,1479.0
حنطة,بغداد,رملية,تنقيط,محسنة,مركب (NPK),95.0,42.7,28.4,878.0
شعير,ديالى,طينية,رش محوري,عادية,داب (DAP),37.0,28.0,21.5,1026.0
ذرة,الموصل,رملية,رش محوري,محسنة,مركب (NPK),94.0,18.8,40.4,1130.0
ذرة,الموصل,طينية,رش محوري,محسنة,مركب (NPK),48.0,24.5,35.1,1312.0
فواكه,بابل,رملية,تنقيط,عادية,يوريا (N),21.0,24.3,26.1,2074.0
ذرة,كربلاء,طينية,تنقيط,محسنة,عضوي,53.0,30.9,64.1,888.0
فواكه,ديالى,مختلطة,تنقيط,محسنة,داب (DAP),26.0,44.9,65.6,1289.0
حنطة,ميسان,رملية,رش محوري,محسنة,عضوي,105.0,28.6,73.5,1389.0
ذرة,البصرة,رملية,رش محوري,عادية,داب (DAP),25.0,21.9,47.3,738.0
ذرة,ديالى,مختلطة,تنقيط,محسنة,عضوي,43.0,28.7,30.6,900.0
خضراوات,بغداد,رملية,رش محوري,محسنة,مركب (NPK),99.0,42.3,72.5,2437.0
فواكه,الموصل,رملية,سيحي/غمر,محسنة,عضوي,59.0,43.1,35.4,1643.0
شعير,كربلاء,مختلطة,تنقيط,محسنة,يوريا (N),50.0,34.9,79.0,1006.0
خضراوات,الموصل,مختلطة,سيحي/غمر,محسنة,يوريا (N),29.0,29.9,70.6,2224.0
شعير,البصرة,مختلطة,تنقيط,محسنة,مركب (NPK),95.0,23.4,52.6,1596.0
تمور,واسط,طينية,سيحي/غمر,عادية,يوريا (N),28.0,23.6,20.9,1307.0
خضراوات,بغداد,رملية,رش محوري,عادية,داب (DAP),78.0,36.2,61.8,1929.0
فواكه,النجف,رملية,سيحي/غمر,محسنة,يوريا (N),30.0,20.0,77.0,1078.0
حنطة,بابل,مختلطة,رش محوري,محسنة,عضوي,72.0,42.2,64.3,711.0
تمور,الأنبار,طينية,سيحي/غمر,محسنة,عضوي,28.0,20.1,50.6,1352.0
رز,ديالى,رملية,سيحي/غمر,محسنة,يوريا (N),98.0,33.5,62.3,1145.0
رز,الموصل,رملية,سيحي/غمر,محسنة,عضوي,53.0,42.8,65.8,585.0
تمور,بابل,رملية,رش محوري,محسنة,يوريا (N),25.0,25.7,63.0,1760.0
تمور,النجف,مختلطة,سيحي/غمر,محسنة,عضوي,108.0,20.5,41.2,2903.0
خضراوات,الموصل,رملية,تنقيط,محسنة,داب (DAP),107.0,22.1,77.3,4129.0
رز,الأنبار,طينية,تنقيط,عادية,يوريا (N),71.0,31.4,54.9,1915.0
رز,واسط,رملية,تنقيط,محسنة,داب (DAP),63.0,20.5,22.5,1557.0
تمور,النجف,مختلطة,سيحي/غمر,محسنة,داب (DAP),62.0,40.7,46.9,1347.0
ذرة,الأنبار,رملية,رش محوري,محسنة,عضوي,78.0,26.5,48.8,1642.0
حنطة,واسط,طينية,سيحي/غمر,محسنة,يوريا (N),91.0,40.1,53.1,1142.0
شعير,بغداد,مختلطة,رش محوري,عادية,داب (DAP),114.0,22.2,24.6,1195.0
تمور,كربلاء,رملية,سيحي/غمر,عادية,داب (DAP),84.0,39.6,20.2,853.0
تمور,البصرة,مختلطة,تنقيط,عادية,يوريا (N),62.0,19.8,76.0,1120.0
ذرة,الأنبار,مختلطة,سيحي/غمر,عادية,داب (DAP),113.0,26.3,76.9,1077.0
فواكه,البصرة,طينية,رش محوري,عادية,مركب (NPK),70.0,17.6,29.3,1822.0
رز,بابل,مختلطة,تنقيط,محسنة,مركب (NPK),94.0,24.1,79.8,1388.0
حنطة,الأنبار,مختلطة,تنقيط,محسنة,مركب (NPK),102.0,35.8,77.3,1111.0
فواكه,الأنبار,رملية,رش محوري,عادية,داب (DAP),106.0,36.1,44.7,2177.0
حنطة,الأنبار,مختلطة,تنقيط,محسنة,داب (DAP),81.0,20.9,75.4,1805.0
خضراوات,بابل,مختلطة,تنقيط,عادية,داب (DAP),49.0,25.9,39.7,2940.0
شعير,بابل,طينية,سيحي/غمر,محسنة,عضوي,88.0,44.2,31.3,878.0
شعير,واسط,مختلطة,تنقيط,محسنة,مركب (NPK),119.0,38.7,62.7,1214.0
ذرة,الموصل,رملية,رش محوري,عادية,داب (DAP),87.0,16.3,33.7,929.0
حنطة,بابل,طينية,رش محوري,عادية,يوريا (N),108.0,35.1,41.1,1097.0
خضراوات,بغداد,مختلطة,رش محوري,محسنة,مركب (NPK),33.0,33.7,27.7,2086.0
خضراوات,البصرة,طينية,تنقيط,محسنة,عضوي,21.0,25.5,69.6,1946.0
رز,الموصل,مختلطة,رش محوري,محسنة,مركب (NPK),101.0,27.0,29.0,1187.0
تمور,بابل,مختلطة,رش محوري,محسنة,مركب (NPK),33.0,32.1,63.3,1312.0
خضراوات,الأنبار,طينية,تنقيط,محسنة,عضوي,41.0,40.4,79.0,1089.0
حنطة,ديالى,مختلطة,رش محوري,محسنة,مركب (NPK),33.0,17.4,32.1,660.0
ذرة,بابل,طينية,سيحي/غمر,عادية,يوريا (N),47.0,40.4,76.2,720.0
فواكه,البصرة,مختلطة,تنقيط,محسنة,مركب (NPK),42.0,40.5,80.0,2321.0
حنطة,كربلاء,مختلطة,سيحي/غمر,محسنة,عضوي,79.0,32.8,32.4,1039.0
خضراوات,النجف,مختلطة,تنقيط,محسنة,عضوي,79.0,24.9,49.3,3301.0
ذرة,بابل,مختلطة,رش محوري,عادية,مركب (NPK),34.0,39.9,65.7,533.0
فواكه,ميسان,رملية,تنقيط,محسنة,عضوي,83.0,33.3,53.8,4661.0
رز,بابل,مختلطة,تنقيط,عادية,داب (DAP),45.0,26.5,59.7,1449.0
تمور,بابل,طينية,سيحي/غمر,عادية,داب (DAP),53.0,31.1,34.5,1344.0
تمور,كربلاء,رملية,رش محوري,عادية,مركب (NPK),114.0,38.3,35.5,1638.0
حنطة,الأنبار,رملية,تنقيط,عادية,يوريا (N),79.0,44.7,52.6,822.0
رز,بابل,طينية,رش محوري,عادية,يوريا (N),26.0,32.2,31.0,893.0
شعير,بابل,رملية,تنقيط,عادية,داب (DAP),96.0,23.1,74.9,1775.0
ذرة,الأنبار,مختلطة,تنقيط,عادية,عضوي,76.0,35.5,62.5,921.0
فواكه,الأنبار,طينية,تنقيط,محسنة,داب (DAP),36.0,42.9,27.0,1270.0
ذرة,الموصل,مختلطة,تنقيط,محسنة,عضوي,28.0,44.1,59.4,842.0
رز,النجف,رملية,تنقيط,محسنة,عضوي,27.0,26.3,67.2,759.0
فواكه,واسط,طينية,سيحي/غمر,محسنة,مركب (NPK),92.0,27.8,47.1,2322.0
حنطة,بابل,مختلطة,رش محوري,عادية,يوريا (N),98.0,38.3,61.2,1106.0
شعير,البصرة,مختلطة,سيحي/غمر,محسنة,داب (DAP),81.0,44.8,77.8,957.0
ذرة,بغداد,مختلطة,رش محوري,عادية,عضوي,80.0,43.8,60.1,954.0
شعير,بغداد,طينية,سيحي/غمر,محسنة,داب (DAP),86.0,34.2,71.8,1627.0
خضراوات,ديالى,رملية,سيحي/غمر,عادية,داب (DAP),118.0,38.1,69.9,1839.0
شعير,ميسان,مختلطة,رش محوري,عادية,مركب (NPK),94.0,32.5,26.6,928.0
حنطة,ميسان,طينية,رش محوري,عادية,داب (DAP),102.0,41.2,64.8,1388.0
ذرة,واسط,مختلطة,رش محوري,محسنة,يوريا (N),96.0,23.9,37.4,1580.0
تمور,ديالى,طينية,تنقيط,عادية,مركب (NPK),77.0,30.1,38.9,1696.0
رز,ديالى,طينية,تنقيط,محسنة,عضوي,50.0,19.2,56.7,1981.0
رز,البصرة,طينية,تنقيط,عادية,داب (DAP),53.0,16.9,39.1,1036.0
رز,البصرة,طينية,سيحي/غمر,محسنة,مركب (NPK),32.0,41.0,42.4,1190.0
فواكه,ديالى,طينية,سيحي/غمر,عادية,داب (DAP),79.0,17.5,68.4,2403.0
خضراوات,كربلاء,رملية,رش محوري,عادية,داب (DAP),35.0,19.3,78.1,1478.0
شعير,النجف,رملية,سيحي/غمر,محسنة,عضوي,26.0,21.0,76.1,868.0
خضراوات,بغداد,رملية,تنقيط,محسنة,يوريا (N),32.0,33.9,51.4,2351.0
حنطة,بابل,مختلطة,تنقيط,عادية,داب (DAP),28.0,37.1,42.4,1134.0
شعير,البصرة,مختلطة,سيحي/غمر,محسنة,يوريا (N),107.0,17.1,44.1,1381.0
حنطة,البصرة,طينية,سيحي/غمر,محسنة,مركب (NPK),47.0,41.9,49.1,1189.0
تمور,النجف,رملية,رش محوري,عادية,عضوي,60.0,34.1,23.7,1399.0
حنطة,واسط,رملية,رش محوري,محسنة,داب (DAP),114.0,34.8,54.1,1615.0
حنطة,البصرة,طينية,سيحي/غمر,عادية,عضوي,85.0,43.1,55.3,1494.0
شعير,الموصل,مختلطة,تنقيط,محسنة,مركب (NPK),44.0,37.2,65.2,1078.0
ذرة,ديالى,رملية,رش محوري,محسنة,داب (DAP),73.0,19.7,46.1,1447.0
رز,النجف,مختلطة,سيحي/غمر,محسنة,مركب (NPK),104.0,15.3,65.3,1399.0
شعير,بغداد,مختلطة,سيحي/غمر,محسنة,يوريا (N),52.0,22.9,57.1,1072.0
ذرة,الأنبار,طينية,تنقيط,عادية,عضوي,77.0,41.8,60.3,919.0
تمور,الأنبار,طينية,سيحي/غمر,محسنة,داب (DAP),78.0,24.9,44.4,2447.0
تمور,الأنبار,رملية,رش محوري,عادية,عضوي,116.0,23.0,36.8,1807.0
شعير,النجف,طينية,رش محوري,محسنة,يوريا (N),27.0,20.2,76.7,967.0
تمور,بغداد,طينية,رش محوري,محسنة,مركب (NPK),60.0,35.4,37.2,1543.0
تمور,النجف,مختلطة,رش محوري,محسنة,داب (DAP),22.0,36.8,34.1,1661.0
ذرة,الأنبار,طينية,سيحي/غمر,عادية,عضوي,74.0,40.6,52.4,891.0
تمور,بابل,طينية,رش محوري,محسنة,داب (DAP),87.0,35.4,70.0,1573.0
خضراوات,بابل,طينية,سيحي/غمر,عادية,عضوي,70.0,20.9,69.5,2242.0
ذرة,البصرة,مختلطة,رش محوري,عادية,عضوي,104.0,43.5,41.2,1052.0
تمور,ميسان,مختلطة,سيحي/غمر,محسنة,عضوي,47.0,23.0,42.1,1629.0
فواكه,الموصل,طينية,رش محوري,عادية,يوريا (N),73.0,40.1,49.4,2035.0
فواكه,ديالى,طينية,سيحي/غمر,عادية,عضوي,44.0,22.0,32.2,1672.0
رز,بابل,طينية,رش محوري,عادية,يوريا (N),59.0,40.5,50.6,1433.0
خضراوات,الأنبار,مختلطة,تنقيط,عادية,داب (DAP),104.0,23.5,44.9,2168.0
رز,الموصل,مختلطة,سيحي/غمر,محسنة,مركب (NPK),86.0,39.4,20.1,1018.0
ذرة,واسط,طينية,تنقيط,عادية,يوريا (N),37.0,34.9,76.5,1353.0
رز,واسط,مختلطة,تنقيط,محسنة,عضوي,32.0,21.7,70.4,1246.0
خضراوات,النجف,مختلطة,سيحي/غمر,عادية,مركب (NPK),22.0,27.3,41.5,2389.0
فواكه,كربلاء,مختلطة,تنقيط,محسنة,عضوي,95.0,28.7,30.2,2638.0
فواكه,واسط,طينية,رش محوري,عادية,يوريا (N),53.0,36.7,52.5,3177.0
فواكه,النجف,طينية,رش محوري,عادية,داب (DAP),52.0,42.8,48.6,2254.0
ذرة,بابل,رملية,تنقيط,عادية,داب (DAP),107.0,25.5,79.1,1205.0
ذرة,ديالى,طينية,تنقيط,عادية,يوريا (N),51.0,23.6,52.1,1793.0
خضراوات,النجف,طينية,سيحي/غمر,محسنة,عضوي,48.0,15.2,37.5,1212.0
شعير,بغداد,مختلطة,رش محوري,عادية,عضوي,58.0,33.7,76.7,865.0
خضراوات,البصرة,طينية,تنقيط,عادية,داب (DAP),25.0,37.8,39.1,1740.0
حنطة,كربلاء,مختلطة,تنقيط,عادية,داب (DAP),63.0,41.9,46.2,846.0
تمور,بغداد,طينية,سيحي/غمر,محسنة,عضوي,91.0,18.4,57.0,2733.0
رز,واسط,مختلطة,تنقيط,محسنة,مركب (NPK),87.0,34.6,59.3,1121.0
حنطة,الموصل,طينية,تنقيط,عادية,داب (DAP),70.0,36.4,55.4,1301.0
رز,ميسان,طينية,تنقيط,عادية,عضوي,87.0,33.2,45.7,1201.0
فواكه,بابل,طينية,سيحي/غمر,محسنة,يوريا (N),99.0,38.3,61.4,2547.0
شعير,البصرة,مختلطة,سيحي/غمر,عادية,مركب (NPK),45.0,37.9,42.8,1397.0
ذرة,ميسان,طينية,سيحي/غمر,محسنة,مركب (NPK),54.0,33.6,65.4,1047.0
